DATA,INVASORA,TIPO DE FOLHA,QUANTIDADE,PESO VERDE (g),PESO SECO (g),COLETA DA AMOSTRA,PLANTAÇÃO,PASTO,Nº DE QUADROS,ÁREA DO QUADRO (m²),ÁREA TOTAL (m²),ANO,PRESSÃO (hPa),TEMPERATURA MÉDIA (°C),TEMPERATURA MÁXIMA (°C),TEMPERATURA MÍNIMA (°C),UMIDADE RELATIVA (%),VELOCIDADE DO VENTO (m/s),DIREÇÃO DO VENTO (°),PRECIPITAÇÃO (mm),control_index,PROFUNDIDADE (cm),pH (H20),H+Al (cmolc/dm3),Al (cmolc/dm3),Ca (cmolc/dm3),Mg (cmolc/dm3),K (mg/dm3),P (mg/dm3),M.O. (dag/kg),SB (cmolc/dm3),CTC (cmolc/dm3),V (%),Sat.Al (%),B (mg/dm3),Zn (mg/dm3),Cu (mg/dm3),Mn (mg/dm3),Fe (mg/dm3),Ca/Mg (cmolc/dm3),Ca/K (cmolc/mg),Mg/K (cmolc/mg),Ca+Mg/K (cmolc/mg)
2016-10-26,beldroega,2.0,2,5.75,2.3,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,91,5,4.866666666666666,8.316666666666666,0.8866666666666667,1.0133333333333334,0.10000000000000002,47.0,6.593333333333334,4.28,1.2333333333333334,9.549999999999999,12.983333333333334,42.669999999999995,0.16,0.9166666666666666,2.296666666666667,278.3333333333333,84.64666666666666,10.673333333333334,0.03,0.0030000000000000005,0.03333333333333333
2016-10-26,beldroega,2.0,2,5.75,2.3,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,91,7,4.866666666666667,7.793333333333334,1.0066666666666666,0.8233333333333334,0.04666666666666667,21.666666666666668,5.0633333333333335,4.28,0.9233333333333333,8.716666666666667,10.58,52.24333333333334,0.16,0.7599999999999999,2.223333333333333,165.13333333333333,63.94,18.276666666666667,0.043333333333333335,0.0023333333333333335,0.043333333333333335
2016-10-26,beldroega,2.0,2,5.75,2.3,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,91,8,4.8,9.799999999999999,1.0566666666666666,1.33,0.2333333333333333,54.0,34.68,4.28,1.7033333333333334,11.503333333333332,14.773333333333333,38.376666666666665,0.16,4.07,2.0933333333333333,266.93333333333334,44.443333333333335,5.69,0.03,0.007666666666666666,0.03
2016-10-26,capim braquiária,1.0,43,36.475,14.59,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,92,1,5.3999999999999995,9.030000000000001,0.09333333333333334,5.526666666666666,1.82,146.33333333333334,47.77,4.28,7.723333333333334,16.753333333333334,45.96333333333333,1.3,0.16,15.093333333333334,2.5033333333333334,421.2,48.91,3.043333333333333,0.04,0.013333333333333334,0.05333333333333334
2016-10-26,capim braquiária,1.0,43,36.475,14.59,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,92,3,4.7,9.483333333333333,1.12,0.7166666666666667,0.07,44.666666666666664,20.513333333333335,4.28,0.9033333333333333,10.386666666666665,8.796666666666667,55.18000000000001,0.16,3.56,2.283333333333333,288.56666666666666,59.699999999999996,12.126666666666667,0.013333333333333334,0.0016666666666666668,0.016666666666666666
2016-10-26,capim braquiária,1.0,43,36.475,14.59,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,92,5,4.866666666666666,8.316666666666666,0.8866666666666667,1.0133333333333334,0.10000000000000002,47.0,6.593333333333334,4.28,1.2333333333333334,9.549999999999999,12.983333333333334,42.669999999999995,0.16,0.9166666666666666,2.296666666666667,278.3333333333333,84.64666666666666,10.673333333333334,0.03,0.0030000000000000005,0.03333333333333333
2016-10-26,capim braquiária,1.0,43,36.475,14.59,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,92,7,4.866666666666667,7.793333333333334,1.0066666666666666,0.8233333333333334,0.04666666666666667,21.666666666666668,5.0633333333333335,4.28,0.9233333333333333,8.716666666666667,10.58,52.24333333333334,0.16,0.7599999999999999,2.223333333333333,165.13333333333333,63.94,18.276666666666667,0.043333333333333335,0.0023333333333333335,0.043333333333333335
2016-10-26,capim braquiária,1.0,43,36.475,14.59,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,92,8,4.8,9.799999999999999,1.0566666666666666,1.33,0.2333333333333333,54.0,34.68,4.28,1.7033333333333334,11.503333333333332,14.773333333333333,38.376666666666665,0.16,4.07,2.0933333333333333,266.93333333333334,44.443333333333335,5.69,0.03,0.007666666666666666,0.03
2016-10-26,capim colchão,1.0,1,0.275,0.11,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,93,1,5.3999999999999995,9.030000000000001,0.09333333333333334,5.526666666666666,1.82,146.33333333333334,47.77,4.28,7.723333333333334,16.753333333333334,45.96333333333333,1.3,0.16,15.093333333333334,2.5033333333333334,421.2,48.91,3.043333333333333,0.04,0.013333333333333334,0.05333333333333334
2016-10-26,capim colchão,1.0,1,0.275,0.11,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,93,3,4.7,9.483333333333333,1.12,0.7166666666666667,0.07,44.666666666666664,20.513333333333335,4.28,0.9033333333333333,10.386666666666665,8.796666666666667,55.18000000000001,0.16,3.56,2.283333333333333,288.56666666666666,59.699999999999996,12.126666666666667,0.013333333333333334,0.0016666666666666668,0.016666666666666666
2016-10-26,capim colchão,1.0,1,0.275,0.11,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,93,5,4.866666666666666,8.316666666666666,0.8866666666666667,1.0133333333333334,0.10000000000000002,47.0,6.593333333333334,4.28,1.2333333333333334,9.549999999999999,12.983333333333334,42.669999999999995,0.16,0.9166666666666666,2.296666666666667,278.3333333333333,84.64666666666666,10.673333333333334,0.03,0.0030000000000000005,0.03333333333333333
2016-10-26,capim colchão,1.0,1,0.275,0.11,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,93,7,4.866666666666667,7.793333333333334,1.0066666666666666,0.8233333333333334,0.04666666666666667,21.666666666666668,5.0633333333333335,4.28,0.9233333333333333,8.716666666666667,10.58,52.24333333333334,0.16,0.7599999999999999,2.223333333333333,165.13333333333333,63.94,18.276666666666667,0.043333333333333335,0.0023333333333333335,0.043333333333333335
2016-10-26,capim colchão,1.0,1,0.275,0.11,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,93,8,4.8,9.799999999999999,1.0566666666666666,1.33,0.2333333333333333,54.0,34.68,4.28,1.7033333333333334,11.503333333333332,14.773333333333333,38.376666666666665,0.16,4.07,2.0933333333333333,266.93333333333334,44.443333333333335,5.69,0.03,0.007666666666666666,0.03
2016-10-26,carrapicho de carneiro,1.0,30,17.975,7.19,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,94,1,5.3999999999999995,9.030000000000001,0.09333333333333334,5.526666666666666,1.82,146.33333333333334,47.77,4.28,7.723333333333334,16.753333333333334,45.96333333333333,1.3,0.16,15.093333333333334,2.5033333333333334,421.2,48.91,3.043333333333333,0.04,0.013333333333333334,0.05333333333333334
2016-10-26,carrapicho de carneiro,1.0,30,17.975,7.19,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,94,3,4.7,9.483333333333333,1.12,0.7166666666666667,0.07,44.666666666666664,20.513333333333335,4.28,0.9033333333333333,10.386666666666665,8.796666666666667,55.18000000000001,0.16,3.56,2.283333333333333,288.56666666666666,59.699999999999996,12.126666666666667,0.013333333333333334,0.0016666666666666668,0.016666666666666666
2016-10-26,carrapicho de carneiro,1.0,30,17.975,7.19,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,94,5,4.866666666666666,8.316666666666666,0.8866666666666667,1.0133333333333334,0.10000000000000002,47.0,6.593333333333334,4.28,1.2333333333333334,9.549999999999999,12.983333333333334,42.669999999999995,0.16,0.9166666666666666,2.296666666666667,278.3333333333333,84.64666666666666,10.673333333333334,0.03,0.0030000000000000005,0.03333333333333333
2016-10-26,carrapicho de carneiro,1.0,30,17.975,7.19,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,94,7,4.866666666666667,7.793333333333334,1.0066666666666666,0.8233333333333334,0.04666666666666667,21.666666666666668,5.0633333333333335,4.28,0.9233333333333333,8.716666666666667,10.58,52.24333333333334,0.16,0.7599999999999999,2.223333333333333,165.13333333333333,63.94,18.276666666666667,0.043333333333333335,0.0023333333333333335,0.043333333333333335
2016-10-26,carrapicho de carneiro,1.0,30,17.975,7.19,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,94,8,4.8,9.799999999999999,1.0566666666666666,1.33,0.2333333333333333,54.0,34.68,4.28,1.7033333333333334,11.503333333333332,14.773333333333333,38.376666666666665,0.16,4.07,2.0933333333333333,266.93333333333334,44.443333333333335,5.69,0.03,0.007666666666666666,0.03
2016-10-26,caruru,2.0,35,20.2,8.08,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,95,1,5.3999999999999995,9.030000000000001,0.09333333333333334,5.526666666666666,1.82,146.33333333333334,47.77,4.28,7.723333333333334,16.753333333333334,45.96333333333333,1.3,0.16,15.093333333333334,2.5033333333333334,421.2,48.91,3.043333333333333,0.04,0.013333333333333334,0.05333333333333334
2016-10-26,caruru,2.0,35,20.2,8.08,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,95,3,4.7,9.483333333333333,1.12,0.7166666666666667,0.07,44.666666666666664,20.513333333333335,4.28,0.9033333333333333,10.386666666666665,8.796666666666667,55.18000000000001,0.16,3.56,2.283333333333333,288.56666666666666,59.699999999999996,12.126666666666667,0.013333333333333334,0.0016666666666666668,0.016666666666666666
2016-10-26,caruru,2.0,35,20.2,8.08,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,95,5,4.866666666666666,8.316666666666666,0.8866666666666667,1.0133333333333334,0.10000000000000002,47.0,6.593333333333334,4.28,1.2333333333333334,9.549999999999999,12.983333333333334,42.669999999999995,0.16,0.9166666666666666,2.296666666666667,278.3333333333333,84.64666666666666,10.673333333333334,0.03,0.0030000000000000005,0.03333333333333333
2016-10-26,caruru,2.0,35,20.2,8.08,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,95,7,4.866666666666667,7.793333333333334,1.0066666666666666,0.8233333333333334,0.04666666666666667,21.666666666666668,5.0633333333333335,4.28,0.9233333333333333,8.716666666666667,10.58,52.24333333333334,0.16,0.7599999999999999,2.223333333333333,165.13333333333333,63.94,18.276666666666667,0.043333333333333335,0.0023333333333333335,0.043333333333333335
2016-10-26,caruru,2.0,35,20.2,8.08,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,95,8,4.8,9.799999999999999,1.0566666666666666,1.33,0.2333333333333333,54.0,34.68,4.28,1.7033333333333334,11.503333333333332,14.773333333333333,38.376666666666665,0.16,4.07,2.0933333333333333,266.93333333333334,44.443333333333335,5.69,0.03,0.007666666666666666,0.03
2016-10-26,corda de viola,2.0,6,18.425,7.37,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,96,1,5.3999999999999995,9.030000000000001,0.09333333333333334,5.526666666666666,1.82,146.33333333333334,47.77,4.28,7.723333333333334,16.753333333333334,45.96333333333333,1.3,0.16,15.093333333333334,2.5033333333333334,421.2,48.91,3.043333333333333,0.04,0.013333333333333334,0.05333333333333334
2016-10-26,corda de viola,2.0,6,18.425,7.37,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,96,3,4.7,9.483333333333333,1.12,0.7166666666666667,0.07,44.666666666666664,20.513333333333335,4.28,0.9033333333333333,10.386666666666665,8.796666666666667,55.18000000000001,0.16,3.56,2.283333333333333,288.56666666666666,59.699999999999996,12.126666666666667,0.013333333333333334,0.0016666666666666668,0.016666666666666666
2016-10-26,corda de viola,2.0,6,18.425,7.37,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,96,5,4.866666666666666,8.316666666666666,0.8866666666666667,1.0133333333333334,0.10000000000000002,47.0,6.593333333333334,4.28,1.2333333333333334,9.549999999999999,12.983333333333334,42.669999999999995,0.16,0.9166666666666666,2.296666666666667,278.3333333333333,84.64666666666666,10.673333333333334,0.03,0.0030000000000000005,0.03333333333333333
2016-10-26,corda de viola,2.0,6,18.425,7.37,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,96,7,4.866666666666667,7.793333333333334,1.0066666666666666,0.8233333333333334,0.04666666666666667,21.666666666666668,5.0633333333333335,4.28,0.9233333333333333,8.716666666666667,10.58,52.24333333333334,0.16,0.7599999999999999,2.223333333333333,165.13333333333333,63.94,18.276666666666667,0.043333333333333335,0.0023333333333333335,0.043333333333333335
2016-10-26,corda de viola,2.0,6,18.425,7.37,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,96,8,4.8,9.799999999999999,1.0566666666666666,1.33,0.2333333333333333,54.0,34.68,4.28,1.7033333333333334,11.503333333333332,14.773333333333333,38.376666666666665,0.16,4.07,2.0933333333333333,266.93333333333334,44.443333333333335,5.69,0.03,0.007666666666666666,0.03
2016-10-26,cordão de frade,2.0,6,0.55,0.22,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,97,1,5.3999999999999995,9.030000000000001,0.09333333333333334,5.526666666666666,1.82,146.33333333333334,47.77,4.28,7.723333333333334,16.753333333333334,45.96333333333333,1.3,0.16,15.093333333333334,2.5033333333333334,421.2,48.91,3.043333333333333,0.04,0.013333333333333334,0.05333333333333334
2016-10-26,cordão de frade,2.0,6,0.55,0.22,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,97,3,4.7,9.483333333333333,1.12,0.7166666666666667,0.07,44.666666666666664,20.513333333333335,4.28,0.9033333333333333,10.386666666666665,8.796666666666667,55.18000000000001,0.16,3.56,2.283333333333333,288.56666666666666,59.699999999999996,12.126666666666667,0.013333333333333334,0.0016666666666666668,0.016666666666666666
2016-10-26,cordão de frade,2.0,6,0.55,0.22,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,97,5,4.866666666666666,8.316666666666666,0.8866666666666667,1.0133333333333334,0.10000000000000002,47.0,6.593333333333334,4.28,1.2333333333333334,9.549999999999999,12.983333333333334,42.669999999999995,0.16,0.9166666666666666,2.296666666666667,278.3333333333333,84.64666666666666,10.673333333333334,0.03,0.0030000000000000005,0.03333333333333333
2016-10-26,cordão de frade,2.0,6,0.55,0.22,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,97,7,4.866666666666667,7.793333333333334,1.0066666666666666,0.8233333333333334,0.04666666666666667,21.666666666666668,5.0633333333333335,4.28,0.9233333333333333,8.716666666666667,10.58,52.24333333333334,0.16,0.7599999999999999,2.223333333333333,165.13333333333333,63.94,18.276666666666667,0.043333333333333335,0.0023333333333333335,0.043333333333333335
2016-10-26,cordão de frade,2.0,6,0.55,0.22,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,97,8,4.8,9.799999999999999,1.0566666666666666,1.33,0.2333333333333333,54.0,34.68,4.28,1.7033333333333334,11.503333333333332,14.773333333333333,38.376666666666665,0.16,4.07,2.0933333333333333,266.93333333333334,44.443333333333335,5.69,0.03,0.007666666666666666,0.03
2016-10-26,fedegoso,2.0,2,6.25,2.5,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,98,1,5.3999999999999995,9.030000000000001,0.09333333333333334,5.526666666666666,1.82,146.33333333333334,47.77,4.28,7.723333333333334,16.753333333333334,45.96333333333333,1.3,0.16,15.093333333333334,2.5033333333333334,421.2,48.91,3.043333333333333,0.04,0.013333333333333334,0.05333333333333334
2016-10-26,fedegoso,2.0,2,6.25,2.5,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,98,3,4.7,9.483333333333333,1.12,0.7166666666666667,0.07,44.666666666666664,20.513333333333335,4.28,0.9033333333333333,10.386666666666665,8.796666666666667,55.18000000000001,0.16,3.56,2.283333333333333,288.56666666666666,59.699999999999996,12.126666666666667,0.013333333333333334,0.0016666666666666668,0.016666666666666666
2016-10-26,fedegoso,2.0,2,6.25,2.5,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,98,5,4.866666666666666,8.316666666666666,0.8866666666666667,1.0133333333333334,0.10000000000000002,47.0,6.593333333333334,4.28,1.2333333333333334,9.549999999999999,12.983333333333334,42.669999999999995,0.16,0.9166666666666666,2.296666666666667,278.3333333333333,84.64666666666666,10.673333333333334,0.03,0.0030000000000000005,0.03333333333333333
2016-10-26,fedegoso,2.0,2,6.25,2.5,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,98,7,4.866666666666667,7.793333333333334,1.0066666666666666,0.8233333333333334,0.04666666666666667,21.666666666666668,5.0633333333333335,4.28,0.9233333333333333,8.716666666666667,10.58,52.24333333333334,0.16,0.7599999999999999,2.223333333333333,165.13333333333333,63.94,18.276666666666667,0.043333333333333335,0.0023333333333333335,0.043333333333333335
2016-10-26,fedegoso,2.0,2,6.25,2.5,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,98,8,4.8,9.799999999999999,1.0566666666666666,1.33,0.2333333333333333,54.0,34.68,4.28,1.7033333333333334,11.503333333333332,14.773333333333333,38.376666666666665,0.16,4.07,2.0933333333333333,266.93333333333334,44.443333333333335,5.69,0.03,0.007666666666666666,0.03
2016-10-26,leiteiro,2.0,16,19.775,7.91,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,99,1,5.3999999999999995,9.030000000000001,0.09333333333333334,5.526666666666666,1.82,146.33333333333334,47.77,4.28,7.723333333333334,16.753333333333334,45.96333333333333,1.3,0.16,15.093333333333334,2.5033333333333334,421.2,48.91,3.043333333333333,0.04,0.013333333333333334,0.05333333333333334
2016-10-26,leiteiro,2.0,16,19.775,7.91,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,99,3,4.7,9.483333333333333,1.12,0.7166666666666667,0.07,44.666666666666664,20.513333333333335,4.28,0.9033333333333333,10.386666666666665,8.796666666666667,55.18000000000001,0.16,3.56,2.283333333333333,288.56666666666666,59.699999999999996,12.126666666666667,0.013333333333333334,0.0016666666666666668,0.016666666666666666
2016-10-26,leiteiro,2.0,16,19.775,7.91,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,99,5,4.866666666666666,8.316666666666666,0.8866666666666667,1.0133333333333334,0.10000000000000002,47.0,6.593333333333334,4.28,1.2333333333333334,9.549999999999999,12.983333333333334,42.669999999999995,0.16,0.9166666666666666,2.296666666666667,278.3333333333333,84.64666666666666,10.673333333333334,0.03,0.0030000000000000005,0.03333333333333333
2016-10-26,leiteiro,2.0,16,19.775,7.91,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,99,7,4.866666666666667,7.793333333333334,1.0066666666666666,0.8233333333333334,0.04666666666666667,21.666666666666668,5.0633333333333335,4.28,0.9233333333333333,8.716666666666667,10.58,52.24333333333334,0.16,0.7599999999999999,2.223333333333333,165.13333333333333,63.94,18.276666666666667,0.043333333333333335,0.0023333333333333335,0.043333333333333335
2016-10-26,leiteiro,2.0,16,19.775,7.91,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,99,8,4.8,9.799999999999999,1.0566666666666666,1.33,0.2333333333333333,54.0,34.68,4.28,1.7033333333333334,11.503333333333332,14.773333333333333,38.376666666666665,0.16,4.07,2.0933333333333333,266.93333333333334,44.443333333333335,5.69,0.03,0.007666666666666666,0.03
2016-10-26,poaia,2.0,6,29.65,11.86,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,100,1,5.3999999999999995,9.030000000000001,0.09333333333333334,5.526666666666666,1.82,146.33333333333334,47.77,4.28,7.723333333333334,16.753333333333334,45.96333333333333,1.3,0.16,15.093333333333334,2.5033333333333334,421.2,48.91,3.043333333333333,0.04,0.013333333333333334,0.05333333333333334
2016-10-26,poaia,2.0,6,29.65,11.86,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,100,3,4.7,9.483333333333333,1.12,0.7166666666666667,0.07,44.666666666666664,20.513333333333335,4.28,0.9033333333333333,10.386666666666665,8.796666666666667,55.18000000000001,0.16,3.56,2.283333333333333,288.56666666666666,59.699999999999996,12.126666666666667,0.013333333333333334,0.0016666666666666668,0.016666666666666666
2016-10-26,poaia,2.0,6,29.65,11.86,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,100,5,4.866666666666666,8.316666666666666,0.8866666666666667,1.0133333333333334,0.10000000000000002,47.0,6.593333333333334,4.28,1.2333333333333334,9.549999999999999,12.983333333333334,42.669999999999995,0.16,0.9166666666666666,2.296666666666667,278.3333333333333,84.64666666666666,10.673333333333334,0.03,0.0030000000000000005,0.03333333333333333
2016-10-26,poaia,2.0,6,29.65,11.86,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,100,7,4.866666666666667,7.793333333333334,1.0066666666666666,0.8233333333333334,0.04666666666666667,21.666666666666668,5.0633333333333335,4.28,0.9233333333333333,8.716666666666667,10.58,52.24333333333334,0.16,0.7599999999999999,2.223333333333333,165.13333333333333,63.94,18.276666666666667,0.043333333333333335,0.0023333333333333335,0.043333333333333335
2016-10-26,poaia,2.0,6,29.65,11.86,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,100,8,4.8,9.799999999999999,1.0566666666666666,1.33,0.2333333333333333,54.0,34.68,4.28,1.7033333333333334,11.503333333333332,14.773333333333333,38.376666666666665,0.16,4.07,2.0933333333333333,266.93333333333334,44.443333333333335,5.69,0.03,0.007666666666666666,0.03
2016-10-26,pé-de-galinha,1.0,1,1.3,0.52,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,101,1,5.3999999999999995,9.030000000000001,0.09333333333333334,5.526666666666666,1.82,146.33333333333334,47.77,4.28,7.723333333333334,16.753333333333334,45.96333333333333,1.3,0.16,15.093333333333334,2.5033333333333334,421.2,48.91,3.043333333333333,0.04,0.013333333333333334,0.05333333333333334
2016-10-26,pé-de-galinha,1.0,1,1.3,0.52,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,101,3,4.7,9.483333333333333,1.12,0.7166666666666667,0.07,44.666666666666664,20.513333333333335,4.28,0.9033333333333333,10.386666666666665,8.796666666666667,55.18000000000001,0.16,3.56,2.283333333333333,288.56666666666666,59.699999999999996,12.126666666666667,0.013333333333333334,0.0016666666666666668,0.016666666666666666
2016-10-26,pé-de-galinha,1.0,1,1.3,0.52,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,101,5,4.866666666666666,8.316666666666666,0.8866666666666667,1.0133333333333334,0.10000000000000002,47.0,6.593333333333334,4.28,1.2333333333333334,9.549999999999999,12.983333333333334,42.669999999999995,0.16,0.9166666666666666,2.296666666666667,278.3333333333333,84.64666666666666,10.673333333333334,0.03,0.0030000000000000005,0.03333333333333333
2016-10-26,pé-de-galinha,1.0,1,1.3,0.52,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,101,7,4.866666666666667,7.793333333333334,1.0066666666666666,0.8233333333333334,0.04666666666666667,21.666666666666668,5.0633333333333335,4.28,0.9233333333333333,8.716666666666667,10.58,52.24333333333334,0.16,0.7599999999999999,2.223333333333333,165.13333333333333,63.94,18.276666666666667,0.043333333333333335,0.0023333333333333335,0.043333333333333335
2016-10-26,pé-de-galinha,1.0,1,1.3,0.52,0.0,7.0,2.0,10.0,1.0,10.0,2016,929.6875,27.04583333,27.74166667,26.35833333,50.41666667,2.4625,111.125,0.0,101,8,4.8,9.799999999999999,1.0566666666666666,1.33,0.2333333333333333,54.0,34.68,4.28,1.7033333333333334,11.503333333333332,14.773333333333333,38.376666666666665,0.16,4.07,2.0933333333333333,266.93333333333334,44.443333333333335,5.69,0.03,0.007666666666666666,0.03
